domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
super-videogames.com/~purebusi/paypal/,10000000,0,0,0,38,0,0,1,20,1,1
www.aol.com.ap.update.191.1887811.1676311.encoding.openid.assoc.handleusflex.openid.claimed.id.identifierselect.mode.checkid.setup.openid.ns.pape.easycar.com.my/4f39a906fccbf44ca1ee262c38500aac/,10000000,0,0,0,194,0,0,0,160,24,1
www.wired.com/gadgets/mac/multimedia/2003/10/60989,801,0,1,10591,50,0,0,0,13,2,0
mamsterritory.ru/wp-includes/Text/ww.desjardins.com/fr/comptes-services-relies/carte-acces/programme_authentification/,10000000,0,1,365,118,0,0,0,16,1,1
www.gino-graphics.com/products/menu.htm,10000000,0,1,7305,39,0,0,1,21,2,0
paypal-handel.de/login/53807/index.php,10000000,0,0,0,38,0,0,1,16,1,1
us.battle.net.ttwow.asia/login/en/,10000000,0,0,0,34,0,0,0,24,4,1
www.prudy.by/CCS/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ffe86ae0ebf2dbf8b59eb3661d2752b5ffe86ae0ebf2dbf8b59eb3661d2752b5,10000000,0,0,0,180,0,0,0,12,2,1
dksoft.free.fr/mbbxg/main.htm,251,0,0,0,29,0,0,0,14,2,0
www.asideal.com/js/?ref=us.battle.net/d3/en/index,10000000,0,1,730,49,0,0,0,15,2,1
www.thinkbroadband.com/speedtest.html,41505,0,1,8401,37,0,0,0,22,2,0
homepages.which.net/~geoff.wilson/,539144,0,1,8765,34,0,0,0,19,2,0
motonewsletter.com/paypal_virefication/dea647701bba278baf973ddfcb4c2781,10000000,0,0,0,71,0,0,0,18,1,1
eu-bliizzard.tk/login.asp?app=bam&amp;ref=us.battle.net/account/management/index.xml,10000000,0,0,0,84,0,0,1,15,1,1
web4tun.com/paypal.com/cgi-bin/webscr/cmd.home-general.nav0.01549865498449847894/Login/,10000000,0,0,0,87,0,0,0,11,1,1
groups.yahoo.com/group/FEOAnnounce/,4,0,1,10228,35,0,0,0,16,2,0
www.chalcedony.com/javascript/,10000000,0,1,8400,30,0,0,0,18,2,0
www.desahucia.com/wp-includes/css/properties/index.htm,10000000,0,0,0,54,0,0,0,17,2,1
tools.ietf.org/html/rfc2813,14969,0,1,9133,27,0,0,0,14,2,0
"ssl.allegro.cgm5.com/.,/fnd/authentication/response_type_code_client_id_tb5SFf3cRxEyspDN/enter_login.html",10000000,0,0,0,105,0,0,0,20,3,1
www.blither.us/~linkbadg/upload/paypal.com/us/cgi-bin/webscr.php,10000000,0,0,0,64,0,0,0,14,2,1
tools.ietf.org/html/rfc2831,14969,0,1,9133,27,0,0,0,14,2,0
mylondonroom.com/ppay/eucbt/login.html?mi-kyanto@hotmail.it,10000000,0,1,3288,59,1,0,0,16,1,1
www.cad4589.fav.cc/Nova/index2.html,35600,0,1,5113,35,0,0,0,18,3,1
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/030cbe0de4d5de198b3df07553751cc4/,10000000,0,1,366,253,0,0,0,162,18,1
www.twccsolutions.com/ddidaho.html,10000000,0,1,4383,34,0,0,0,21,2,0
us.battlle.net.htm.ctvj.info/battle_net_account.html?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&app=bam&t=1,10000000,0,0,0,137,0,0,0,28,5,1
www.hrpmsi.com/default.htm,10000000,0,1,9861,26,0,0,0,14,2,0
www.clos-alesia.com/components/com_contact/models/ben/e1500cfcfbe96ac70dd76390f347eebb/,10000000,0,1,6574,87,0,0,1,19,2,1
www.dcs.gla.ac.uk/fp/,29586,0,0,0,21,0,0,0,17,4,0
www.daggerware.com/dinkypad.htm,10000000,0,1,8402,31,0,0,0,18,2,0
www.millennium-hk.com/bigetti.htm,10000000,0,1,8035,33,0,0,1,21,2,0
msdn.microsoft.com/en-us/library/ms811552.aspx,29,0,1,10959,46,0,0,0,18,2,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crTIwp5G5bl1Msweo2js1C84GSS-R8ApdpqWSb9BcO2byslG1KkgHdGNQFC4a7YSWvftp7cHOiicIJwYL6KBUz-W6Dun_j3B6GGii1-JyGVztzhhMTEa7EByaD_0NpJyIoFuhf3cnQo5TP3U5w2H3Rx0B7weonsvRtkjXilqJJcM7kKIgm7mAmNN_hnSmPz7NkSAMzGG0uJLreTR0-l6uPSK-QJIw\%3D\%3D&amp;attredirects=2,4570,0,1,6939,343,0,0,1,44,2,1
app.qmailer.co.uk/link/8556/3623406/179552,836190,0,0,0,42,0,0,0,17,3,1
www.godboutartaporter.ca/cicic/login.php,10000000,0,0,0,40,0,0,0,24,2,1
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/3266b665be81205deefd3118dd63c21d/,10000000,0,0,0,241,0,0,1,200,14,1
analo.ns11-wistee.fr/.your-account.php,10000000,0,0,0,38,0,0,1,20,2,1
www.ch-stucco.com/classes/language/paypal/6464d465d6848645d64d64d674d84d8d654864d5d464654d464d465484/1/ntasa/ddef353efc84b758d62efd1ddab13ce4/,10000000,0,1,4383,142,0,0,1,17,2,1
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13chfhfgh564564dfggdf5cf7df7.buckscountyreflexology.com/secure-code0/security/paypalca.php?cmd=_login-submit&amp;dispatch=5885d80a13c0db1f8e263663d3f251412214233143b6ca6ed6d454adc375ba2d28b99,10000000,0,1,3288,251,0,0,0,115,11,1
app.qmailer.co.uk/link/8556/3623033/179552,836190,0,0,0,42,0,0,0,17,3,1
boutiquedescreditsgratuits.yolasite.com/,10000000,0,1,4748,40,0,0,0,39,2,1
www2.salzburg.info/congress.php,191794,0,1,6940,31,0,0,0,18,2,0
staff.washington.edu/dittrich/misc/ddos/,3520,0,0,0,40,0,0,0,20,2,0
www.altruists.org/static/page.asp?id=168,10000000,0,0,0,40,0,0,0,17,2,0
www.dogsbodynet.com/myskit/,10000000,0,1,6939,27,0,0,0,19,2,0
gulf-ge.com/cgi-bins/paypal.com/update/security/profile/,10000000,0,1,3287,56,0,0,1,11,1,1
natwest.co.uk-login-0af7806a38a1ba9d9cbac36ad9aeda70e1c.0d0146638fd6ae870e1c044a7512891471270af7806a23.a7512891471270af7807512891471270.bundabergsdachurch.org.au/Nat/newnat/index.html,10000000,0,0,0,183,0,0,1,161,7,1
expo.estanciagourmet.com.ar/images/M_images/Cielo/,10000000,0,0,0,50,0,0,0,27,3,1
sourceforge.net/projects/f2matlab/,168,0,1,7670,34,0,0,0,15,1,0
tools.ietf.org/html/rfc3245,14969,0,1,9133,27,0,0,0,14,2,0
jramses.com/Vodafone/vodafone_online-update.html,10000000,0,0,0,48,0,0,0,11,1,1
www.angelfire.com/vt/thenorthpole/cards.html,2547,0,1,8035,44,0,0,0,17,2,0
pdhooper.com/images/stories/information.html.html,10000000,0,0,0,49,0,0,0,12,1,1
off.st/mailverifications,10000000,0,0,0,24,0,0,0,6,1,1
www.apple.com/macosx/,51,0,1,12420,21,0,0,0,13,2,0
www.paypal.ca.4763.secure7c.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=fc5d13b2e5865ca78e13eb1dbcf2b46e,10000000,0,0,0,103,0,0,0,30,5,1
en.wikipedia.org/wiki/BattleBots,6,0,1,8035,32,0,0,0,16,2,0
subastaloquequieras.com/wp-content/upgrade/paypal/Confirm.php,10000000,0,0,0,61,0,0,0,23,1,1
www.n3tvps.ir/info.php,10000000,0,0,0,22,0,0,0,13,2,1
houseconsultant.net/david/Remax_files/Remax\%20\%281\%29\%20luck/Remax.htm,10000000,0,0,0,74,0,0,0,19,1,1
www.malikahealing.com/wp-content/plugins/akismet/0104415230/53267548824646/,10000000,0,1,3653,75,0,0,0,21,2,1
bally-fourm.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,10000000,0,0,0,83,0,0,1,14,1,1
www.w3.org/RDF/Validator/,483,0,1,10226,25,0,0,0,10,2,0
www.myinterior.info/wp-content/themes/classic/sidebar.php,10000000,0,1,4749,57,0,0,0,19,2,1
dengenendieopdeaardewonen.nl/signindllisap23eby8moto01.htm,10000000,0,0,0,58,0,0,0,28,1,1
www.freewebs.com/everydaystuff/,5001,0,1,8035,31,0,0,0,16,2,0
www.applecore.co.kr/php/https.htm,10000000,0,0,0,33,0,0,0,19,3,1
id.apple.cablecomm.net.au/#id/cgi-bin/verify.cgi?language=US-EN&key=Apple.com,10000000,0,0,0,77,0,0,0,25,4,1
www.babinet.cz/avatars/19889/hires/dir/bb68626402b56a94bc3c7bf91d1417b5/,236871,0,1,7304,72,0,0,0,14,2,1
www.cordeliomail.com/images/a.php,10000000,0,0,0,33,0,0,0,20,2,1
www.hdtpaper.com/js/?app=com-d3&amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,10000000,0,1,4018,97,0,0,0,16,2,1
dadinthebox.com/old_aol.1.3/?Lis=10&amp;amp;Login&amp;amp;amp;LigertID=1993745&amp;amp;us=1,10000000,0,1,5114,91,0,0,0,15,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cquK0HVx5gj14Bx52SwvgLu1ReKErAjN9wdl_r1elKlmyG-RYbDbPolKmw1I5rgxeIkcLJUWAhdph-mi2n6i9DmIA9ga9LbSqH6Urfs78qEIJfep_0V4gmHPmjbytxfi8t7OzbZvdqpvsemYvhGKvTT4d4D8RekFW4Zg4qGywHNks57sOObfNl0nI5V6E1wGFnepVF1o5ZgCTIHJiyd-qFCDqGXjQ\%3D\%3D&amp;attredirects=2,4570,0,1,6939,343,0,0,1,44,2,1
shseed.com/css/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,10000000,0,1,6940,69,0,0,0,10,1,1
www.jeffjournal.org/papers/Volume2/Federova.pdf,10000000,0,0,0,47,0,0,0,19,2,0
www.paypal.com.login.secure.mbita.org/cgi-members/index.htm,10000000,0,0,0,59,0,0,0,37,6,1
www.comib.org.br/cielo2012,10000000,0,0,0,26,0,0,0,16,3,1
www.town-mall.net/entertainment/arcadecenters.html,540369,0,1,730,50,0,0,1,17,2,0
cempointeriors.ie/cgiweb/index.php,10000000,0,0,0,34,0,0,0,17,1,1
www.vencerelcancer.org/pdf/comite/en-GB/cafb77a5bad6b30453effa86ec680d5f/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,10000000,0,1,4383,178,0,0,0,22,2,1
www.functionx.com/vbnet/index.htm,52877,0,1,8035,33,0,0,0,17,2,0
www.sixdegreesrecords.com/home.php,10000000,0,1,9495,34,0,0,0,25,2,0
https.observ.paypal.objects.net.secure-update-all.service.1.id.login.webscr-cmd.loginsubmitdispatchs59s7d97a01u.ghasemzadeh.org/www/pay/pal/id/2012/active/personal/1.payobject/update.1/1.2/cmd=_login-submit&dispatch=u4575jh4414a50598f04d34b4575224bf5056875455hhj2/08/5d597f4ecca03fa0e63d747bcbc92dc4/home.html?cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d34b4bf5056875455,10000000,0,0,0,401,0,0,1,127,13,1
jenniferhoyle.com/modules/mod_footer/lloydstsb/,10000000,0,1,731,47,0,0,0,17,1,1
painterspaintings.com/P_mindelse-koordinaterne-dk/P_mindelse-koordinaterne/,10000000,0,1,366,75,0,0,0,21,1,1
googleblog.blogspot.com/2011/06/introducing-google-project-real-life.html,11,0,1,7305,73,0,0,0,23,2,0
paypal.fr.cgi.limited.despacholeiva.com/,10000000,0,1,2922,40,0,0,0,39,5,1
homepages.inf.ed.ac.uk/dts/eml/,9206,0,0,0,31,0,0,0,22,4,0
www.inter7.com/index.php?page=dnsadmin,738215,0,1,8765,38,0,0,0,14,2,0
interadria-ks.com/contact_us/,10000000,0,1,5113,29,0,0,1,17,1,1
www.remorquesfranc.net/43fffa8bae4526525ce580af0f3bf5e6/Confirm.php,10000000,0,1,4749,67,0,0,0,22,2,1
www.agdealer.com/fulllineag,976696,0,1,10591,27,0,0,0,16,2,0
www.aviduratas.de/lisp/prolisp.html,10000000,0,0,0,35,0,0,0,17,2,0
centrum.tul.cz/centrum/itsapt/index.html,140388,0,0,0,40,0,0,0,14,2,0
account.update.cgi.bin-5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0fa72c947f1.timberwolf.es/login.php,10000000,0,0,0,105,0,0,1,95,5,1
www.battleev.tk/cert/login.asp?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;amp;app=bam,10000000,0,0,0,119,0,0,0,15,2,1
tools.ietf.org/html/rfc637,14969,0,1,9133,26,0,0,0,14,2,0
ki9rn.3owl.com/index.html,6394,0,1,5114,25,0,0,0,14,2,1
chao-yue.net/images/,10000000,0,1,366,20,0,0,1,12,1,1
www.zarnawski.com/serviceppl_456/uk/8bab40ca1fa9d9ae014290b02394a4f7/updt.html,10000000,0,1,6210,78,0,0,0,17,2,1
en.wikipedia.org/wiki/Podcast,6,0,1,8035,29,0,0,0,16,2,0
secure.runescape.com.jjus.asia/m=weblogin/loginform.html,10000000,0,0,0,56,0,0,0,30,4,1
voices.yahoo.com/droid-phone-reviews-droid-phone-using-google-android-4837198.html,4,0,1,10228,82,0,0,0,16,2,0
www.haskell.org/haskellwiki/Template_Haskell,64671,0,1,11321,44,0,0,0,15,2,0
veryfile.com/templates/ja_purity/FORM87SJ.htm,10000000,0,1,2556,45,0,0,0,12,1,1
us.battle.net.blizzard-wow-eu.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spambattle.net.d3.loginwowow.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT2\%206,10000000,0,0,0,772,0,0,1,33,4,1
www.microsoft.com/typography/property/property.htm,29,0,1,10959,50,0,0,0,17,2,0
www.sdo.org.rs/RBI-EDITED/RBI-EDITED/RBI/index.htm,10000000,0,0,0,50,0,0,0,14,3,1
starynkevitch.net/Basile/guisdoc.html,10000000,0,1,6940,37,0,0,0,17,1,0
www.airnav.com/airport/KTCL,65255,0,1,8765,27,0,0,0,14,2,0
cadastrarnovapromocao.com.br/,10000000,0,0,0,29,0,0,0,28,2,1
www.sourceforge.net/projects/bgpd/,168,0,1,7670,34,0,0,0,19,2,0
www.vs.inf.ethz.ch/events/pvc02/,9785,0,0,0,32,0,0,0,18,4,0
www.topics.ch/eas/,10000000,0,0,0,18,0,0,0,13,2,0
jjlzfd.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fsvfthlwus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,731,119,0,0,0,10,1,1
msdn.microsoft.com/en-us/library/aa905875(SQL.80).aspx,29,0,1,10959,54,0,0,0,18,2,0
ievvsaoluis.com/media/abn-amro/identification/,10000000,0,0,0,46,0,0,0,15,1,1
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=fwndbwvus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,3653,103,0,0,0,14,2,1
email-bilizzard.tk/login.asp?amp;amp;amp;&amp;amp;ref=us.battle.net/account/management/index.xml,10000000,0,0,0,96,0,0,1,18,1,1
srufaculty.sru.edu/david.dailey/public/public_domain.htm,83843,0,0,0,56,0,0,0,18,2,0
www.databasesystemscorp.com/pspredictive.htm,10000000,0,1,9496,44,0,0,0,27,2,0
www.baycongroup.com/win98/win9800.htm,117240,0,1,9495,37,0,0,0,19,2,0
www.standardcharteredonline.tk/,10000000,0,0,0,31,0,0,0,30,2,1
tools.ietf.org/html/rfc1536,14969,0,1,9133,27,0,0,0,14,2,0
ok.ddok.asia/login/en/login.html,10000000,0,0,0,32,0,0,0,12,2,1
www.nationwideonline.tk/en/i-fund/log.php,10000000,0,0,0,41,0,0,0,23,2,1
www.3dm3.com/tutorials/painter/nude/,118078,0,1,5844,36,0,0,0,12,2,0
tools.ietf.org/html/rfc3197,14969,0,1,9133,27,0,0,0,14,2,0
service.runescape.com.w-eblogns.tk/m=weblogin/loginform.ws?mod=forum&ssl=0&dest=2147483448,10000000,0,0,0,90,0,0,1,34,4,1
www.albaylasanart.com/demo/data1/fr/fr/paypal/0070deb2f3a5d86ef60384a44bc64b5f/,10000000,0,0,0,79,0,0,0,21,2,1
www.acm.uiuc.edu/webmonkeys/book/c_guide/,3509,0,0,0,41,0,0,0,16,3,0
thethinkandgrowrich.com/wp-content/upgrade/indexx/system/Danois.technique.haster.urgent.help.confirm/master/Roots/securitySsl/pay_form_ec_cvv2.html,10000000,0,0,0,147,0,0,0,23,1,1
free-compilers.sharnoff.org/LANG/APL-1.html,10000000,0,1,6574,43,0,0,1,27,2,0
futechc1.mig049.privatedns.com/inc/a/a0l/login.htm,23818,0,1,7305,50,0,0,0,30,3,1
www.oxygenszepsegszalon.hu/images/stories/pessoal/cadastro.html,10000000,0,0,0,63,0,0,0,26,2,1
www.peterblum.com/vam/home.aspx,10000000,0,1,6940,31,0,0,0,17,2,0
a-teamtransmissions.com/3.suspension.www.paypal.com/us/cgi-bin/webscr.html?cmd=_login-run,10000000,0,1,4383,89,0,0,1,23,1,1
www.westciv.com/style_master/academy/browser_support/,75505,0,1,9495,53,0,0,0,15,2,0
www.wordsmith.org/~anu/java/spirograph.html,43908,0,1,9498,43,0,0,0,17,2,0
adkadistrib.com/personal/logon/login.jsp.php,10000000,0,0,0,44,0,0,0,15,1,1
paypal.com.us.cgi-bin.5f6s25g6s9aq63wfcs6ge9-id.login.confirm.account.6fdg9s63cdg6d9a95fgd3zr5.paypal.velcomst.com/paypal/paypal-cgi/service.account/PP_MultiLanguage/\%5C,10000000,0,0,0,170,0,0,1,114,11,1
support.microsoft.com/kb/q167614/,29,0,1,10959,33,0,0,0,21,2,0
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/,10000000,0,1,4018,82,0,0,0,69,11,1
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/0de5fa1455b85616fcbeaee775eebe90/,10000000,0,1,4017,118,0,0,0,72,12,1
en.wikipedia.org/wiki/Django_(web_framework),6,0,1,8035,44,0,0,0,16,2,0
www.bjcurio.com/js/index.htm?ref=zescovlus.battle.net/d3/en/index,10000000,0,1,5113,65,0,0,0,15,2,1
news.cnet.com/2100-1023-957422.html,105,0,1,9863,35,0,0,0,13,2,0
code.google.com/p/irrlamb/,1,0,1,11322,26,0,0,0,15,2,0
login-batnzrc.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;app,10000000,0,0,0,81,0,0,1,16,1,1
www.umich.edu/~bridgeum/,3309,0,0,0,24,0,0,0,13,2,0
www.cadin.org.ni/calendario/tmp/data/config_def.html?,10000000,0,0,0,53,0,0,0,16,3,1
bunnzoo.com/wp-content/uploads/p_p/login.php,10000000,0,1,366,44,0,0,0,11,1,1
www253.paypal.co.uk.43910.ssl-670.mx/js/webapps/uk/mpp/?cmnd=_lg&pageName=_edit,10000000,0,0,0,79,0,0,1,36,6,1
www.mega-bangna.com/js/GRIPPNET/?atendimento=Cliente&/WbhhZzSudl/9d4Ta14dqX.php,10000000,0,1,3653,79,0,0,1,19,2,1
www.oreilly.com/catalog/lpython/chapter/ch10_fel.html,4626,0,1,8400,53,0,0,0,15,2,0
fairbairncapital.me/plm/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/,10000000,0,0,0,74,0,0,0,19,1,1
home.neopets.com/templates/homepage.phtml?pet_name=xswirlzx,4918,0,1,7671,59,0,0,0,16,2,0
www.ddj.com/web-development/184412961,10000000,0,1,9496,37,0,0,0,11,2,0
phpsec.org/projects/guide/,334993,0,1,7305,26,0,0,0,10,1,0
bit.ly/ClienteCieloID2100999,3832,0,0,0,28,0,0,0,6,1,1
www.telsys.it/Software.html,10000000,0,1,7339,27,0,0,0,13,2,0
dongmun.sestech.co.kr/bbs/icon/stgeorge/index.htm,10000000,0,1,7670,49,0,0,0,21,3,1
wilirots.biz/amcntrlde/webscr.php?cmd_=session.start&amp;sdr01=Q2FuZGFjZURlc2hlQGdtYWlsLmNvbQ==&amp;ixh=d2l0b21pY3MuY29t&amp;ctr_=DE,10000000,0,0,0,132,0,0,0,12,1,1
fedeltabonus.posta.khndxmudju.ruyamuzikhol.com/icons/,10000000,0,0,0,53,0,0,0,46,4,1
www.quickonlinetips.com/archives/2005/02/absolutely-delicious-complete-tools-collection/,12037,0,1,5479,88,0,0,0,23,2,0
www.saint-joseph-chantonnay.com/site_college/components/com_wrapper/wp_page.php,10000000,0,1,6210,79,0,0,1,31,2,1
www.zzee.com/script-gui/,518771,0,1,7671,24,0,0,0,12,2,0
tools.ietf.org/html/rfc2193,14969,0,1,9133,27,0,0,0,14,2,0
bradtsics.org/zdcntrlde/_webscr.php?nxexec=d2vic2nyx3byaw0ucghwp254rvhfqz1kmlzpyzjoeuxuqm9jrdlqyldszlbxmwxiv0psy2k1mlpysnbabms9&,10000000,0,0,0,128,0,0,0,13,1,1
tools.ietf.org/html/rfc1666,14969,0,1,9133,27,0,0,0,14,2,0
www.dcs.ed.ac.uk/home/mlj/,9206,0,0,0,26,0,0,0,16,4,0
news.cnet.com/2100-1023-248498.html,105,0,1,9863,35,0,0,0,13,2,0
update-informations030.creativeplaythings.com.au/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cmd=_login-\%0D\%5Cn\%0D\%5Cnsubmit&dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,10000000,0,0,0,191,0,0,1,48,3,1
www.huelix.com/audiorecorder/,10000000,0,1,6210,29,0,0,0,14,2,0
cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?UsingSSL=&amp;a&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;i1=&amp;pUserId=&amp;pa1=&amp;pageType=&amp;siteid=0,10000000,0,0,0,180,0,0,0,7,1,1
www.xml.com/pub/a/2002/03/13/xlink.html,91578,0,1,11321,39,0,0,0,11,2,0
us-battle-net.ccwow.asia/login/en/login.html?app=wam&eor=com-d3&ref=battle.net/account,10000000,0,0,0,86,0,0,1,24,2,1
allergybustersqueensland.com/templates/gk_gamebox/uk/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc372aa2631e56b10df2feccd00e31b05c372aa2631e56b10df2feccd00e31b05c,10000000,0,0,0,216,0,0,0,28,1,1
us.battle.net-wow-net.d3-account.net/battle_net_account.php?app=bam,10000000,0,0,0,67,0,0,1,36,4,1
www.blue.sky.or.jp/atelier/Welcome.en,10000000,0,0,0,37,0,0,0,18,4,0
krotzon.biz/pCntrlde/webscr.php?cmd_=session.start&amp;sdr01=aGVsZ2EucG9ldHNjaEB0LW9ubGluZS5kZQ=,10000000,0,0,0,96,0,0,0,11,1,1
www.paypal.ca.8999.secure7u.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=18dec0032b6a90f5886a698d7789a680,10000000,0,0,0,103,0,0,0,30,5,1
chat-by-orkut6.blogspot.jp/,387,0,1,4027,27,0,0,1,26,2,1
fanaticus.org/DBA/Bazaar/POTN/index.html,10000000,0,0,0,40,0,0,0,13,1,0
dlaemeryta.pl/templates/business3/images/copyrights/tango/remaxsecurelogin/,10000000,0,0,0,75,0,0,0,13,1,1
www.bpubs.com/Management_Science/Project_Management/,165039,0,1,10958,52,0,0,0,13,2,0
www.tourismkabupatenmalang.com/trial/facte/1edf07032ca4fba799d613408f01614d/webscr.php?cmd=_login-run&,10000000,0,0,0,102,0,0,0,30,2,1
pastehtml.com/view/bdgrx3l8q.html,44061,0,1,4017,33,0,0,0,13,1,1
update-informations026.creativeplaythings.com.au/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cmd=_login-\%0D\%5Cn\%0D\%5Cnsubmit&dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,10000000,0,0,0,191,0,0,1,48,3,1
sourceforge.net/projects/comos/,168,0,1,7670,31,0,0,0,15,1,0
www314.paypal.ca.91715.securessl-910.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP314,10000000,0,0,0,97,0,0,1,39,5,1
www.mars.dti.ne.jp/~umejava/smalltalk/stClasses/smallInterfaces/,5129,0,0,0,64,0,0,0,18,4,0
reduktorservis.ru/inc/azbacaba.htm,10000000,0,1,4749,34,0,0,0,17,1,1
sargasso.nl/wp-content/plugins/dk-recent-posts/cache/22222223243242/,92394,0,0,0,68,0,0,0,11,1,1
home.neopets.com/templates/homepage.phtml?pet_name=Serena_01,4918,0,1,7671,60,0,0,0,16,2,0
www.boardgamegeek.com/game/1549,5060,0,1,9131,31,0,0,0,21,2,0
www.nationwide-tradefile.rdc-service.com/,10000000,0,0,0,41,0,0,1,40,3,1
www.codepedia.com/1/BeginnersGuideToCurl,10000000,0,1,6940,40,0,0,0,17,2,0
paypal-activation.com/KUVVZ/RPZjO/UgpVS/NVMOY/secure-code12/security/login.php,10000000,0,1,1096,78,0,0,1,21,1,1
vilascosta.com/~dolphin/paypal/,10000000,0,0,0,31,0,0,0,14,1,1
www.lawnmowingkallangureast.com.au/wesite/bhadwf/vrasav/8e25232d85b998f0eaf581ad5e286145/,10000000,0,0,0,89,0,0,0,34,3,1
www.stadtbetriebe-ahrensburg.de/abwasser/archiv/2004/10/3/abwassergebuhren-2004/login/www/www.paypal.co.uk/login/ipoi/login.htm,10000000,0,0,0,127,0,0,1,31,2,1
acypsa.com/components/paypal/secure-code2/security/resolutioncenter.php?cmd=_account,10000000,0,1,4749,84,0,0,0,10,1,1
paypalsecure.net/~saasdde/konfliktloesung/,10000000,0,1,365,42,0,0,0,16,1,1
118bm.com/images/?app=com-d3&AA,10000000,0,1,4017,31,0,0,0,9,1,1
www.id204-natwest.com/index.php?id=692226,10000000,0,0,0,41,0,0,1,21,2,1
plas.fit.qut.edu.au/gpm/,37553,0,0,0,24,0,0,0,19,4,0
www.babinet.cz/avatars/19889/hires/dir/1a9e45bb68c66856a9e0407064df37c9/,236871,0,1,7304,72,0,0,0,14,2,1
www.atticusconsulting.com/rightfax.php,10000000,0,1,7670,38,0,0,0,25,2,0
bit.ly/XjBWmY,3832,0,0,0,13,0,0,0,6,1,1
bit.ly/PUyw9B,3832,0,0,0,13,0,0,0,6,1,1
bellsouth.com/consumer/inetsrvcs/inetsrvcs_fa_entry.html,116990,0,1,9133,56,0,0,0,13,1,0
